AD/AS/C/0196,124,Assam,Golaghat,,Bengenakhowa Gaon,30/08/2030,1,1,F,5-7 Y,1,1,1
AD/AS/C/0197,125,Assam,Golaghat,,Sokodhara Gaon,30/08/2031,1,1,F,5-7 Y,1,1,2
AD/AS/C/0198,126,Assam,Golaghat,,Bengenakhowa Gaon,30/08/2032,1,1,F,5-7 Y,1,1,2
AD/AS/C/0199,127,Assam,Golaghat,,Bengenakhowa Gaon,30/08/2033,1,1,F,0-05,1,1,2
AD/AS/C/0200,128,Assam,Golaghat,,Bengenakhowa Gaon,30/08/2034,1,1,F,5-7 Y,1,1,2
AD/AS/C/0201,129,Assam,Golaghat,,Bengenakhowa Gaon,30/08/2035,1,1,F,5-7 Y,1,1,2
AD/AS/C/0202,130,Assam,Golaghat,,Bengenakhowa Gaon,30/08/2036,1,1,F,5-7 Y,1,1,1
AD/AS/C/0203,131,Assam,Golaghat,,Bengenakhowa Gaon,30/08/2037,1,1,F,5-7 Y,1,1,1
AD/AS/C/0204,132,Assam,Golaghat,,Bengenakhowa Gaon,30/08/2038,1,1,F,0-05,1,1,2
AD/AS/C/0205,133,Assam,Golaghat,,Sokodhara Gaon,30/08/2039,1,1,F,5-7 Y,1,1,2
AD/AS/C/0206,134,Assam,Golaghat,,Sokodhara Gaon,30/08/2040,1,1,F,5-7 Y,1,1,2
AD/AS/C/0207,135,Assam,Golaghat,,Bengenakhowa Gaon,30/08/2041,1,1,F,5-7 Y,1,1,2
AD/AS/C/0208,136,Assam,Golaghat,,Dergaon,30/08/2042,1,1,F,5-7 Y,1,1,2
AD/AS/C/0209,137,Assam,Golaghat,,Dergaon,30/08/2043,1,1,F,5-7 Y,1,1,2
AD/AS/C/0210,138,Assam,Golaghat,,Dergaon,30/08/2044,1,1,F,5-7 Y,1,1,2
AD/AS/C/0211,139,Assam,Golaghat,,Dergaon,30/08/2045,1,1,F,5-7 Y,1,1,2
AD/AS/C/0212,140,Assam,Golaghat,,Bengenakhowa Gaon,30/08/2046,1,1,F,0-05,1,1,2
AD/AS/C/0213,141,Assam,Golaghat,,Mohmaiki Gaon,30/08/2047,1,1,F,5-7 Y,1,1,2
AD/AS/C/0214,142,Assam,Golaghat,,Bengenakhowa Gaon,30/08/2048,1,1,F,0-07,1,1,2
AD/AS/C/0215,143,Assam,Golaghat,,Bengenakhowa Gaon,30/08/2049,1,1,F,0-08,1,1,2
AD/AS/C/0216,144,Assam,Golaghat,,Bengenakhowa Gaon,30/08/2050,1,1,F,0-09,1,1,2
AD/AS/C/0217,145,Assam,Golaghat,,Bengenakhowa Gaon,30/08/2051,1,1,F,2y,1,1,2
AD/AS/C/0218,146,Assam,Golaghat,,Bengenakhowa Gaon,30/08/2052,1,1,F,5y,1,1,2
AD/AS/C/0219,147,Assam,Golaghat,,Bengenakhowa Gaon,30/08/2053,1,1,F,3y,1,1,2
AD/AS/C/0220,148,Assam,Golaghat,,Bengenakhowa Gaon,30/08/2054,1,1,F,2y,1,1,2
AD/AS/C/0221,149,Assam,Golaghat,,Dergaon,30/08/2055,1,1,F,3y,1,1,2
AD/AS/C/0222,150,Assam,Golaghat,,Mohmaiki Gaon,30/08/2056,1,1,F,0-09,1,1,2
AD/AS/C/0223,151,Assam,Golaghat,,Mohmaiki Gaon,30/08/2057,1,1,F,0-05,1,1,2
AD/AS/C/0224,152,Assam,Golaghat,,Dergaon,30/08/2058,1,1,F,0-03,1,1,2
AD/AS/C/0225,153,Assam,Golaghat,,Dergaon,30/08/2059,1,1,F,3y,1,1,2
AD/AS/C/0226,154,Assam,Golaghat,,Dergaon,30/08/2060,1,1,F,N/A,1,1,2
AD/AS/C/0227,155,Assam,Golaghat,,Dergaon,30/08/2061,1,1,F,N/A,1,1,2
AD/AS/C/0228,156,Assam,Golaghat,,Dergaon,30/08/2062,1,1,F,N/A,1,1,2
AD/AS/C/0229,157,Assam,Nagaon,,Barhampur,09-09-2022,1,1,F,5y 1m,1,1,2
AD/AS/C/0230,158,Assam,Nagaon,,Barhampur,09-09-2022,1,1,F,5y 7m,1,1,1
AD/AS/C/0231,159,Assam,Nagaon,,Barhampur,09-09-2022,1,1,F,5y 1m,1,1,2
AD/AS/C/0232,160,Assam,Nagaon,,Barhampur,09-09-2022,1,1,F,5y 6m,1,1,2
AD/AS/C/0233,161,Assam,Nagaon,,Barhampur,09-09-2022,1,1,F,6y,1,1,2
AD/AS/C/0234,162,Assam,Nagaon,,Barhampur,09-09-2022,1,1,F,6y 3m,1,1,2
AD/AS/C/0235,163,Assam,Nagaon,,Barhampur,09-09-2022,1,1,F,5y,1,1,1
AD/AS/C/0236,164,Assam,Nagaon,,Barhampur,09-09-2022,1,1,F,5y 9m,1,1,2
AD/AS/C/0237,165,Assam,Nagaon,,Barhampur,09-09-2022,1,1,F,5y 2m,1,1,2
AD/AS/C/0238,166,Assam,Nagaon,,Barhampur,09-09-2022,1,1,F,4y 1m,1,1,2
AD/AS/C/0239,167,Assam,Nagaon,,Barhampur,09-09-2022,1,1,F,5y 5m,1,1,2
AD/AS/C/0240,168,Assam,Nagaon,,Salpara,09-09-2022,1,1,F,6y 2m,1,1,2
AD/AS/C/0241,169,Assam,Nagaon,,Salpara,09-09-2022,1,1,F,4y 6m,1,1,2
AD/AS/C/0242,170,Assam,Nagaon,,Salpara,09-09-2022,1,1,F,5y 3m,1,1,2
AD/AS/C/0243,171,Assam,Nagaon,,"Pub Singimari, ",09-09-2022,1,1,F,5y 8m,1,1,2
AD/AS/C/0244,172,Assam,Nagaon,,"Pub Singimari, ",09-09-2022,1,1,F,6y 5m,1,1,2
AD/AS/C/0245,173,Assam,Nagaon,,"Pub Singimari, ",09-09-2022,1,1,F,5y 7m,1,1,2
AD/AS/C/0246,174,Assam,Nagaon,,Pachim Singimari,09-09-2022,1,1,F,4y 5m,1,1,2
AD/AS/C/0247,175,Assam,Nagaon,,Pachim Singimari,09-09-2022,1,1,F,4y 2m,1,1,2
AD/AS/C/0248,176,Assam,Nagaon,,Pachim Singimari,09-09-2022,1,1,F,6y 7m,1,1,2
AD/AS/C/0249,177,Assam,Nagaon,,Pachim Singimari,09-09-2022,1,1,F,5y 6m,1,1,2
AD/AS/C/0250,178,Assam,Nagaon,,Karaiguri,09-09-2022,1,1,F,4y 7m,1,1,2
AD/AS/C/0251,179,Assam,Nagaon,,Karaiguri,09-09-2022,1,1,F,5y 4m,1,1,2
AD/AS/C/0252,180,Assam,Nagaon,,Karaiguri,09-09-2022,1,1,F,5y 2m,1,1,2
AD/AS/C/0253,181,Assam,Nagaon,,Karaiguri,09-09-2022,1,1,F,3y 7m,1,1,2
AD/AS/C/0254,182,Assam,Nagaon,,Salpara,09-09-2022,1,1,F,3y 2m,1,1,2
Bru.IE.-1,1,Manipur,Imphal East,,Luwangsangbam,4-Jun-22,1,1,2 yrs,F,1,1,2
Bru.IE.-2,2,Manipur,Imphal East,,Luwangsangbam,4-Jun-22,1,1,3yrs 1mth,F,1,1,2
Bru.IE.-3,3,Manipur,Imphal East,,Luwangsangbam,4-Jun-22,1,1,3yrs 8mth,F,1,1,2
Bru.IE.-4,4,Manipur,Imphal East,,Luwangsangbam,4-Jun-22,1,1,2yrs 8 mth,F,1,1,2
Bru.IE.-5,5,Manipur,Imphal East,,Luwangsangbam,4-Jun-22,1,1,1yr 8 mth,F,1,1,2
Bru.IE.-6,6,Manipur,Imphal East,,Luwangsangbam,4-Jun-22,1,1,2yrs 8 mth,F,1,1,2
Bru.IE.-7,7,Manipur,Imphal East,,Luwangsangbam,4-Jun-22,1,1,1yr 2mth,F,1,1,2
Bru.IE.-8,8,Manipur,Imphal East,,Luwangsangbam,4-Jun-22,1,1,3yrs,F,1,1,2
Bru.IE.-9,9,Manipur,Imphal East,,Luwangsangbam,4-Jun-22,1,1,1yr 5 mth,F,1,1,2
Bru.IE.-10,10,Manipur,Imphal East,,Luwangsangbam,4-Jun-22,1,1,2ys 2mth,F,1,1,2
Bru.SP.-11,11,Manipur,Senapati,,Ireng Naga,8-Apr-22,1,1,2yrs 8 mth,F,1,1,2
Bru.SP.-12,12,Manipur,Senapati,,Ireng Naga,8-Apr-22,1,1,2yrs ,F,1,1,2
Bru.SP.-13,13,Manipur,Senapati,,Ireng Naga,8-Apr-22,1,1,3yrs 3mth,F,1,1,2
Bru.SP.-14,14,Manipur,Senapati,,Ireng Naga,8-Apr-22,1,1,3yrs,F,1,1,2
Bru.SP.-15,15,Manipur,Senapati,,Ireng Naga,8-Apr-22,1,1,2yrs 4 mth,F,1,1,2
Bru.SP.-16,16,Manipur,Senapati,,Ireng Naga,8-Apr-22,1,1,4 yrs ,F,1,1,2
Bru.SP.-17,17,Manipur,Senapati,,Ireng Naga,8-Apr-22,1,1,3yrs 7 mth,F,1,1,2
